Timestamp,Identifiant (fourni par vos délégués),Filière d'origine,Commentaires,Le volet X de l'enseignement vous a paru [Topologie],Le volet X de l'enseignement vous a paru [Calcul différentiel],Le volet X de l'enseignement vous a paru [Calcul intégral],Le volet X de l'enseignement vous a paru [Probabilités],Commentaires,Le volet X de l'enseignement vous a semblé utile / pertinent / intéressant [Topologie],Le volet X de l'enseignement vous a semblé utile / pertinent / intéressant [Calcul différentiel],Le volet X de l'enseignement vous a semblé utile / pertinent / intéressant [Calcul intégral],Le volet X de l'enseignement vous a semblé utile / pertinent / intéressant [Probabilités],Commentaires,La cohérence d'ensemble (l'intégration entre les différents volets) vous a semblé satisfaisante [Votre réponse],Commentaires,Vous avez assisté aux cours magistraux [Fréquence],Commentaires,"En général, vous avez apprécié l'exposé ? [Topologie]","En général, vous avez apprécié l'exposé ? [Calcul différentiel]","En général, vous avez apprécié l'exposé ? [Calcul intégral]","En général, vous avez apprécié l'exposé ? [Probabilités]",Commentaires,Les cours magistraux ont contribué efficacement à votre apprentissage [Topologie],Les cours magistraux ont contribué efficacement à votre apprentissage [Calcul différential],Les cours magistraux ont contribué efficacement à votre apprentissage [Calcul intégral],Les cours magistraux ont contribué efficacement à votre apprentissage [Probabilités],Commentaires,Vous êtes satisfait des travaux dirigés [Votre réponse],Commentaires,Vous avez participé aux tutorats [Pour poser des questions ciblées ],Vous avez participé aux tutorats [Comme un cadre d'études (autonome)],Vous avez participé aux tutorats [Pour obtenir du soutien (encadrement renforcé)],Vous avez participé aux tutorats [Pour aller plus loin (hors-programme)],Vous avez participé aux tutorats [Pour faciliter vos révisions à l'approche de l'examen ],Vous avez participé aux tutorats [Autre usage ?],Commentaires,Vous êtes satisfait des tutorats actuels [Votre réponse],Commentaires,Vous préférez des groupes de tutorats aux objectifs plus précis  [Votre réponse],Commentaires,Le projet numérique vous a semblé utile / pertinent / intéressant  [Votre réponse],Les éléments numériques du cours vous semblent utiles / pertinents / intéressants. [Votre réponse],Commentaires,"L'existence d'un volet ""outil pour les mathématiques"" en informatique est positif. [Votre réponse]",Commentaires,Les modalités de l'évaluation du projet numérique sont appropriées [Votre réponse],Commentaires,"Le sujet de l'examen écrit est cohérent avec les cours, TDs et tutorats [Votre réponse]",Commentaires,Vous identifiez clairement les compétences et savoirs que l'examen écrit et le projet numérique permettent de tester [Votre réponse],Commentaires,"Toutes modalités confondues, êtes-vous satisfait de l'enseignement dispensé par [Pauline Bernard]","Toutes modalités confondues, êtes-vous satisfait de l'enseignement dispensé par [Thomas Romary]","Toutes modalités confondues, êtes-vous satisfait de l'enseignement dispensé par [Sébastien Boisgérault]","Toutes modalités confondues, êtes-vous satisfait de l'enseignement dispensé par [Emilie Chautru]","Toutes modalités confondues, êtes-vous satisfait de l'enseignement dispensé par [Delphine Bresch-Pietri]","Toutes modalités confondues, êtes-vous satisfait de l'enseignement dispensé par [Samy Blusseau]","Toutes modalités confondues, êtes-vous satisfait de l'enseignement dispensé par [Silviu Niculescu]","Toutes modalités confondues, êtes-vous satisfait de l'enseignement dispensé par [Jean-Emmanuel Deschaud]","Toutes modalités confondues, êtes-vous satisfait de l'enseignement dispensé par [Chloé-Agathe Azencott]","Toutes modalités confondues, êtes-vous satisfait de l'enseignement dispensé par [Martin Brossard]","Toutes modalités confondues, êtes-vous satisfait de l'enseignement dispensé par [Matthieu Vigne]","Toutes modalités confondues, êtes-vous satisfait de l'enseignement dispensé par [Slawomir Pietrasz]","Toutes modalités confondues, êtes-vous satisfait de l'enseignement dispensé par [Nicolas Desassis]","Toutes modalités confondues, êtes-vous satisfait de l'enseignement dispensé par [Dilshad Suroop]","Toutes modalités confondues, êtes-vous satisfait de l'enseignement dispensé par [Luc Rongieras]","Toutes modalités confondues, êtes-vous satisfait de l'enseignement dispensé par [Thierry Parmentelat]","Toutes modalités confondues, êtes-vous satisfait de l'enseignement dispensé par [Cyril Joly]","Toutes modalités confondues, êtes-vous satisfait de l'enseignement dispensé par [Obi-Wan Kenobi]",Commentaires,"La succession de plusieurs intervenants (amphi, TD, projet, etc.) s'est déroulée de façon satisfaisante [Votre réponse]",Commentaires,Les supports de cours vous ont donné satisfaction [Votre réponse],Commentaires,Vous avez utilisé le site web de l'enseignement  [Pour récupérer les fichiers PDF des cours],"Vous avez utilisé le site web de l'enseignement  [Pour des informations complémentaires (errata, documents en préparation, calendrier, ""etc.)]",Commentaires,Vous avez utilisé le forum discourse pour [Les compléments de cours et/ou les mini-exercices],"Vous avez utilisé le forum discourse pour [Vous tenir au courant de l'organisation (tutorats, rendus projets, etc.)]",Vous avez utilisé le forum discourse pour [Poser des questions],Commentaires,Temps total consacré à l'étude du cours (amphi inclus) [Votre réponse],Commentaires,Temps total consacré aux exercices (TDs inclus) [Votre réponse],Commentaires,Temps total consacré au projet numérique [Votre réponse],Commentaires,Examen écrit et révisions [Votre réponse],Commentaires,Commentaires (global),"Globalement, cet enseignement vous a paru [Votre réponse]",Commentaires
2019/11/11 5:20:57 PM GMT+1,80,MP/MP* : classe préparatoire Mathématiques-Physique,,Plutôt difficile,Plutôt difficile,Plutôt difficile,Plutôt difficile,"Dans l'ensemble, les cours de maths sont d'un niveau exigent mais pas inateignable. Le principal défaut est qu'on a des volumes horaires de cours beaucoup trop restreint pour aborder la totalité du poly en cours, on se retrouve donc à devoir découvrir parfois la moitié du cours en dehors de l'heure d'amphi, sachant que la moitié non abordée est souvent la plus nouvelle et la plus difficile. Parfois il y a un manque d'efficacité en amphi. Et puis le rythme est trop soutenu par rapport au travail que l'on peut fournir chez nous en dehors des heures d'amphi et de TD. Il faudrait maintenir quasiment un rythme de préparationnaire si l'on voulait maîtriser à fond le contenu du cours. Il y a effectivement plus de travail personnel à fournir de notre part, mais même cela ne nous permettrai tout de même pas de profiter pleinement des cours de qualité qui sont offert aux Mines. Il me semble que cette problématique n'est pas nouvelle mais du moins elle demeure source de frustation. Nous sommes obligés de sélectionner les cours que nous travaillons, et comme souvent nous avons des devoirs à rendre en langue et informatique (y compris le projet maths Info), les cours de Maths et Physique passent à la trappe. Pour ce qui est des TD, ceux qui nous ont apporté des connaissances sont ceux où le chargé de TD maîtrisait les notions, ce qui n'était pas toujours le cas...",Plutôt non,Plutôt oui,Plutôt oui,Plutôt oui,"Le cours de topologie a été survolé, et le chargé de TD remplaçant ne savait pas de quoi il parlait et n'avait pas de motivation.
De même en calcul intégral, gros manque d'efficacité en TD.
En probabilité, nous n'avions pas les outils nécessaires pour démontrer par exemple que l'espérance d'une variable aléatoire positive est positive (propriété du début du poly), cela nécessitant apparemment l'intégrale de Lebesgue est une autre définition de l'espérance. ",Plutôt oui,,Régulièrement,,Plutôt oui,Plutôt oui,Plutôt oui,Plutôt non,"En probabilité, cours beaucoup trop lent sur le début puis rapide sur les nouvelles notions. 
Pour les autres cours, cours dynamiqued et professeur qui transmet sa passion des mathématiques, mais souvent manque d'efficacité et de temps pour aborder tout le poly et surtout les notions les plus difficiles. ",Plutôt non,Plutôt non,Plutôt non,Plutôt non,,Plutôt non,"Déjà expliqué plus haut, certains chargés de TD ne maîtrisent pas assez le sujet et donc ne nous aident pas beaucoup...",Parfois,Souvent,Parfois,Jamais,Parfois,Jamais,,Plutôt oui,,Plutôt oui,,Plutôt oui,Plutôt non,"Ce ne sont pas vraiment des mathématiques...
Avoir revu la méthode de Newton était intéressant dans le projet, et le projet en lui même était plutôt intéressant, mais intégrer de l'informatique dans les polys de cours de maths est un peu frustrant, d'autant plus que l'on fait déjà beaucoup d'informatique aux Mines.
De plus le projet nous a beaucoup apporté mais nous a pris beaucoup trop de temps par rapport à son poids dans la note globale. ",Plutôt non,"C'est surtout la façon dont nous avons étudier ce volet qui est à remettre en cause: après plusieurs petites classes de 2X1h30 pendant lesquels nous arrivions très vite à saturation par manque de mise en pratique, nous avons eu un projet à rendre la même semaine que les partielles et que les autres projets d'informatique.
Il aurait peut-être été plus profitable de commencer tout de suite des TP python en petite classe abordant les diverses notions vues en cours, et de faire un point  après 10-15 min de petite classe pour ceux qui ne maîtriseraient pas le sujet. ",Plutôt non,Demande trop de temps pour le faible poids dans la note totale ,"Oui, tout à fait.",Par contre l'examen est trop court pour pouvoir vraiment rentrer dans une partie... ,Plutôt oui,,Plutôt oui,Plutôt non,Plutôt oui,Plutôt non,Plutôt oui,,Plutôt non,,Plutôt oui,Pas du tout,Tout à fait,Pas du tout,Tout à fait,,,Plutôt non,,,,Plutôt oui,,Plutôt oui,,Non,Non,,Parfois,Souvent,Jamais,,environ 18 h,,environ 24 h,,12 h ou plus,Trop chronophage... ,15 h ou plus,,Cf premier commentaire sur le volume horaire,Peu satisfaisant,
2019/11/11 7:08:42 PM GMT+1,52,MP/MP* : classe préparatoire Mathématiques-Physique,,Plutôt facile,Plutôt facile,Plutôt facile,Plutôt facile,,Plutôt oui,Plutôt oui,Plutôt oui,Tout à fait,,Plutôt non,entre calcul intégral et probabilités oui mais calcul différentiel et topologie m'ont paru à part,Régulièrement,,Plutôt oui,Plutôt oui,Plutôt oui,"Non, pas du tout",En probabilités on ne faisait que recopier le cours... autant rester chez soi,Plutôt oui,Plutôt oui,Plutôt oui,Pas du tout,En probabilités on ne faisait que recopier le cours... autant rester chez soi,Plutôt oui,Cela dépend du professeur encore une fois. Madame Bernard cernait très bien nos problèmes et questions!,Jamais,Souvent,Jamais,Jamais,Jamais,Jamais,,Plutôt oui,,Plutôt non,,Plutôt oui,Plutôt non,"Pas vraiment eu le temps de les utiliser ""en pratique"" pour celle qui n'étaient pas dans le projet",Plutôt oui,,Plutôt oui,,Plutôt oui,,Plutôt oui,,Tout à fait,Pas du tout,Tout à fait,,,,,,,,,,,,,,,Tout à fait,"Thomas Romary n'arrivait pas à donner un plus à son cours que ne le serait une lecture des polycopiés, alors qu'il a l'air d'en être capable",Plutôt oui,,Plutôt oui,Très pratique d'avoir une version pdf! ,Oui,Non,,Jamais,Souvent,Parfois,,environ 18 h,6h en tutorat,environ 12 h,qu'en TD,environ 9 h,bcp de travail personnel,environ 6 h,,Le temps prévu pour l'enseignement semble cohérent. Le contexte de changement de rythme m'a malheuresement empêché de participer (par fatigue principalement) à tous les tutorats qui sont un super plus de l'enseignement. Il m'a été difficile de comprendre le temps qu'il était prévu pour travailler personellement.,Plutôt satisfaisant,
2019/11/11 10:13:35 PM GMT+1,5,MP/MP* : classe préparatoire Mathématiques-Physique,,Plutôt facile,Plutôt facile,Plutôt difficile,Plutôt facile,Calcul intégral 3 assez délicat ,Plutôt oui,Plutôt oui,Plutôt oui,Plutôt oui,,Plutôt non,,Régulièrement,"Cours qui a mon goût n'apportent pas un réelle  ""plus value"" au document polycopié (par ailleurs très clair et très agréable à lire)",Plutôt non,Plutôt non,Plutôt non,"Non, pas du tout",,Plutôt non,Plutôt non,Plutôt oui,Pas du tout,,Plutôt non,TD qui parfois se contentent de revenir sur le cours et qui de ce fait empêche de s'intéresser à son application dans les exercices selon moi.,Souvent,Souvent,Jamais,Parfois,Souvent,,,Plutôt oui,Tut,Plutôt non,,Pas du tout,Plutôt non,,Plutôt non,"Projet numérique avec beaucoup d'informatique et assez ""technique"" qui m'a semblé comporter finalement peu de maths ",Plutôt oui,,Plutôt oui,,Plutôt non,,,,Plutôt oui,,,,Plutôt non,,,,,,,,,,,Plutôt oui,,"Oui, tout à fait",,"Oui, tout à fait",Documents de cours très clairs et très bien organisés à mon goût !,Non,Non,,Jamais,Parfois,Parfois,,environ 18 h,,environ 18 h,,environ 6h,,environ 9 h,,Plus de td pour bien comprendre l'application du cours me sembleraient nécessaires. D'autre part le poids donné à l'apsect numérique me semble disproportionné (à la hausse) quand on considère que l'informatique représente déjà une part importante dans l'emploi du temps global.,Plutôt satisfaisant,
2019/11/12 11:11:22 PM GMT+1,110,PC/PC* : classe préparatoire Physique-Chimie,,Plutôt difficile,Plutôt difficile,Trop difficile,Plutôt difficile,,Plutôt non,Plutôt non,Pas du tout,Plutôt oui,,Plutôt oui,,Régulièrement,,Plutôt non,Plutôt non,Plutôt non,Plutôt non,,Plutôt non,Plutôt non,Plutôt non,Plutôt non,,Plutôt oui,Les tutorats sont intéressants mais j’ai l’impression que l’on fait des exercices totalement différents de ceux qui tombent aux PAL : j’ai l’impression de ne pas avoir été suffisamment préparé...,Souvent,Parfois,Jamais,Jamais,Jamais,,,Plutôt oui,,,,Plutôt non,Plutôt non,Je trouve ça trop complexe et trop ciblé,"Non, pas du tout",Ce cours est beaucoup trop théorique : on ne fait pas suffisamment de pratique (le prof passe très vite des diapo qu’on ne met pratiquement jamais nous meme en pratique)... même si je trouve que c’est une très bonne idée de nous familiariser avec ces outils ! Il faudrait selon moi revoir la pédagogie et la façon d’enseigner ces cours d’informatique...,Plutôt oui,,"Non, pas du tout",Beaucoup plus dur...,Plutôt non,,Tout à fait,,Plutôt oui,,,,,,,,,,,,,,,,Les enseignants sont tous à l’ecoute et soucieux de nos problèmes! Je trouve ça très bien !!,Plutôt oui,,Plutôt non,Cours très long par rapport à ce que l’on traite en amphi. Beaucoup d’exercices mais il manquent les exercices de « base ». Ces exercices ne m’ont pas vraiment aidé à réussir mes PAL...,Non,Non,,Parfois,Parfois,Parfois,,environ 18 h,(Plutôt 16h),environ 18 h,,environ 6h,,environ 12 h,,"Malgré le temps passé, je ne suis pas parvenue à réussir mes PAL que j’ai trouvé beaucoup trop dur ...",Peu satisfaisant,Les enseignants sont très motivés et à l’ecoute ce qui est très positif mais malheureusement les cours me semblent bcp trop dur ...
2019/11/12 11:27:24 PM GMT+1,34,AST Fr. : admis sur titres (France),,Trop difficile,Trop difficile,Trop difficile,Trop difficile,"Le niveau requis pour les maths n'est absolument pas adapté à ma formation. L'idée de soutien n'a malheureusement pas été très développée, avec des professeurs différents à chaque fois. Il faut mieux s'adapter aux différences de niveau et ne pas oublier que certains n'ont quasiment pas fait de maths. Il faudrait faire un cours spécifiques pour les moins avancés, avec juste un enseignement des bases nécessaires et des applications plus simples.",Pas du tout,Plutôt non,Plutôt non,Pas du tout,"Malheureusement ces enseignements m'ont plus ""dégoûté"" car je me suis sentie démunie... Le rythme était trop rapide. J'étais incapable de suivre. Donc j'ai tout lâché et abandonné... et c'était pas mon objectif","Non, pas du tout",On a mélangé tous les volets ce qui est perturbant et passer un seul TD sur 30 pages de cours me semble vraiment trop peu pour assimiler de nouvelles notions...,Régulièrement,Un cours plus cadré serait mieux Ça manquait souvent de clarté,"Non, pas du tout","Non, pas du tout","Non, pas du tout","Non, pas du tout",,Plutôt oui,Pas du tout,Pas du tout,Pas du tout,,Plutôt oui,Mais il n'y en avait pas assez !,Tout le temps,,Tout le temps,,,,"Il faudrait mieux structurer le tutorat ""soutien"" Il est nécessaire !!!!",Plutôt oui,Cela dépend des encadrants qui peuvent être super ou moins bien ,"Oui, tout à fait",,Plutôt non,,Je n'ai pas compris ces points là du cours... donc plutôt difficile de les mettre en place.,Plutôt oui,,Plutôt oui,,Plutôt non,,"Non, pas du tout",,Tout à fait,Plutôt non,Plutôt non,,,,Tout à fait,,,,,,,,,,,Tout à fait,Pauline est une très bonne encadrante et professeur. Elle sait s'adapter à tous les élèves et à chaque niveau. Elle permet de comprendre simplement. ,Plutôt non,,"Non, pas du tout",,Non,Non,,Jamais,Jamais,Jamais,,environ 12 h,,30 h ou plus,,environ 9 h,,environ 9 h,,"L'enseignement est difficile à suivre et ne prend pas en compte, à mon avis, les disparités des profils des élèves à qui ces cours sont dispensés.",Pas satisfaisant,
2019/11/13 12:57:29 AM GMT+1,31,PSI/PSI* : classe préparatoire Physique-Sciences de l'Ingénieur,,Plutôt difficile,Plutôt difficile,Plutôt difficile,Plutôt difficile,,Plutôt oui,Plutôt oui,Pas du tout,Plutôt oui,"Je ne comprends pas bien la théorie de l'intégration vue en classe et quel est son intérêt par rapport à celle vue en classe prepa, au vu des intégrales abordées en physique ou SI par exemple ou les fonctions sont assez regulieres ...
en revanche la partie integrale 3 était très intéressante ",Plutôt non,,Assez souvent,"Les cours magistraux sont à mon sens moins utiles que 2 h a la bibliothèque a travailler le poly par moi même, aucun éclaircissement n'est apporté, les hypothèses sont dans le désordre, on ne survole que la moitié du cours, rien n'est clair ou concis, on en ressort en ayant rien retenu","Non, pas du tout","Non, pas du tout","Non, pas du tout","Non, pas du tout",,Pas du tout,Pas du tout,Pas du tout,Pas du tout,absolument pas le contenu de l'amphi est revu en 30 min de manière claire et efficace par le prof de petite classe,"Oui, tout à fait","professeur clair, efficace organisé, les théorèmes sont rappeles avec lorsque necessaire une demonstration claire et rapide, suivi d'exemples d'applications pertinents et marquants qui facilitent l'apprentissage du cours",Jamais,Parfois,Parfois,Jamais,,,,Plutôt oui,,Plutôt oui,,Pas du tout,"Non, pas du tout",,"Non, pas du tout","Les cours a ce sujet sont longs, ennuyeux, inutiles faute de pratique. Tout le monde fini par décrocher et la découverte des notebook se fait lors de l'utilisation de leur contenu (et non de leur exposition longue et ennuyeuse au tableau en cours) lors de l'évaluation python primer ",Plutôt oui,,Plutôt oui,,"Non, pas du tout",,,,Pas du tout,,,,,,,,,,,,,Plutôt oui,,Tout à fait,,Plutôt oui,,"Non, pas du tout","les poly de maths sont longs, on a donc du mal a cibler l'essentiel (peut être l'encadrer, le mettre en contraste avec le reste ?), et donc au final on en retient pas grand chose...",Non,Non,,Jamais,Jamais,Jamais,,environ 18 h,,environ 18 h,,environ 9 h,Long on ne savait pas ce qu'on attendait de nous.. ,environ 12 h,,"Le poly est trop long pour pouvoir être appris, et l'amphi n'aide pas a tirer les parties importantes, l'apprentissage si on a le courage de le mener prend donc beaucoup de temps ",Peu satisfaisant,
2019/11/13 1:12:16 AM GMT+1,27,AST Fr. : admis sur titres (France),,Trop difficile,Plutôt difficile,Plutôt difficile,Plutôt difficile,En faisant un cours de rattrapage / des groupes de niveau en TD et pas seulement en tutorat ça serait mieux passé,Plutôt oui,Tout à fait,Tout à fait,Plutôt oui,,Plutôt oui,,Assez souvent,Comme je ne comprenais pas grand chose j'en ai raté deux en me disant que ça ne servait à rien,Plutôt non,Plutôt non,Plutôt non,Plutôt non,J'etais clairement trop en retard pour comprendre quoi que ce soit,Pas du tout,Pas du tout,Pas du tout,Pas du tout,,Plutôt oui,Beaucoup plus utiles que les CMs,Parfois,Jamais,Tout le temps,Jamais,Tout le temps,Jamais,,Plutôt oui,Mais j'aurais préféré que les TDs aussi soient par groupe de niveau,"Oui, tout à fait",,Plutôt non,"Non, pas du tout",Vraiment trop compliqués et pas assez général. Utilité limitée,"Oui, tout à fait",,Plutôt non,Trop de travail exigé dans un domaine trop précis. La gratification n'est pas à la mesure du travail et réaliser ce dernier n'aide pas à réviser outre mesure. ,Plutôt oui,,Plutôt non,,,,Plutôt non,,,,,,,,,,,Tout à fait,,,,Pas du tout,,Plutôt non,On a eu des difficultés à appeler les enseignants pendant la séance de tutorat du projet numérique ,Plutôt oui,,Non,Non,,Jamais,Parfois,Jamais,,environ 12 h,,environ 24 h,,environ 6h,,environ 9 h,,J'aurais préféré des groupes de niveaux ,Peu satisfaisant,
2019/11/13 7:59:19 AM GMT+1,97,PSI/PSI* : classe préparatoire Physique-Sciences de l'Ingénieur,,Plutôt facile,Trop difficile,Plutôt difficile,Plutôt facile,,Plutôt oui,Plutôt oui,Plutôt oui,Plutôt oui,,Plutôt non,J'ai l'impression qu'on manquait de temps pour faire réellement un lien entre les volets,Presque jamais,"Je préférais bosser seul les cours, quitte à poser des questions en TD si besoin.",Plutôt oui,Plutôt non,,,,Plutôt non,Plutôt non,Plutôt oui,Plutôt non,"Je n'y ai pas été tant que ça, c'est difficile de juger",Plutôt non,Parfois un peu rapide à mon goût,Parfois,Parfois,Jamais,Jamais,Jamais,Jamais,,Plutôt oui,,,,Plutôt oui,Plutôt non,,"Oui, tout à fait","L'idée est bonne et utile, mais devrait être appliquée en regard de l'enseignement en prépa, j'ai l'impression d'avoir passé peu de temps sur des domaines peu évident, et à l'inverse d'avoir passé trop de temps sur des choses déjà vues.","Oui, tout à fait",,Plutôt non,"J'ai trouvé les exos de tutorat trop poussés par rapport à ce qui peut être demandé ensuite, c'était parfois contre productif.",Plutôt non,,,,Plutôt oui,,,,Plutôt non,,,,,Tout à fait,,,,,,Tout à fait,,Plutôt oui,,Plutôt oui,,Non,Non,,Jamais,Souvent,Jamais,,environ 18 h,,moins de 12 h,,environ 9 h,,environ 9 h,,"L'enseignement est globalement pertinent selon moins, mais paraît ambitieux ; on ne traite qu'une fraction du cours en amphi et une petite partie des exos en TD..",Plutôt satisfaisant,
2019/11/13 10:23:09 AM GMT+1,30,PSI/PSI* : classe préparatoire Physique-Sciences de l'Ingénieur,,Plutôt facile,Plutôt difficile,Plutôt difficile,Plutôt facile,"Le calcul différentiel a été difficile à appréhender au début, n'en ayant jamais fait avant (ou du moins très peu en PSI, la notion de différentiabilité n'ayant pas été abordée). Certaines propriétés basiques (différentiabilité implique continuité, propriétés d'opération) n'étaient pas mentionnées.
Pour ce qui est du calcul intégral, le cours aurait peut-être pu insister plus sur les différences entre les propriétés des intégrales de Henstock-Kurzweil et de Riemann. ",Tout à fait,Tout à fait,Tout à fait,Tout à fait,,Plutôt oui,,Presque jamais,Je suis plus efficace en travaillant de mon côté,,,,,,,,,,,Plutôt oui,,Parfois,Parfois,Jamais,Jamais,Jamais,Jamais,,"Oui, beaucoup",,Plutôt non,,Plutôt oui,Plutôt oui,"Le projet numérique m'a paru utile du point de vue informatique, moins du point de vue mathématique (on pouvait s'en sortir sans se servir de notions mathématiques, par dichotomie).","Oui, tout à fait",,"Oui, tout à fait",,,Je n'ai pas fait l'examen écrit.,"Oui, tout à fait",,,,,,Tout à fait,,,,,,,,,,,,,Tout à fait,,Plutôt oui,,Plutôt oui,"Comme dit précédemment, parfois des propriétés basiques n'étaient pas écrites.",Non,Oui,,Jamais,Parfois,Jamais,,24 h ou plus,,environ 18 h,,environ 6h,,,Je n'ai pas passé l'examen,,Plutôt satisfaisant,
2019/11/13 1:40:54 PM GMT+1,19,MP/MP* : classe préparatoire Mathématiques-Physique,,,Plutôt difficile,Plutôt facile,,"J'ai l'impression que le sujet était plus long que difficile. Je pense qu'un tel sujet meriterait plus de temps pour être traité car il serait intéressant comme aux concours d'avoir un peu de temps pour réfléchir aux questions délicates. Sur un tel sujet il vallait mieux faire les premières questions de chaque exercice plutôt que de chercher à traiter un exercice en profondeur, mais je pense que c'est dommage et que c'est plus intéressant de réfléchir à un problème unique. Cela provient probablement du fait qu'il y avait beaucoup de notions abordées.",Tout à fait,Tout à fait,Tout à fait,Tout à fait,Les cours sont très bien construits.,Plutôt oui,,Régulièrement,,Plutôt oui,"Oui, beaucoup","Oui, beaucoup",Plutôt non,,Plutôt oui,Plutôt oui,Tout à fait,Pas du tout,,"Oui, tout à fait",,Parfois,Jamais,Jamais,Parfois,Jamais,Jamais,,"Oui, beaucoup",,,,Plutôt oui,Plutôt oui,,Plutôt oui,Je pense que les cours auraient pu être entièrement remplacés par du travail en autonomie pour cela.,Plutôt oui,,"Oui, tout à fait.",,"Oui, tout à fait",,,,Tout à fait,,,,,,,,,,,Tout à fait,Pas du tout,,,,,"Oui, tout à fait",,"Oui, tout à fait",,Non,Non,,Jamais,Parfois,Jamais,,environ 18 h,,environ 12 h,,environ 9 h,,environ 12 h,,Je pense que le temps prévu est bon.,Très satisfaisant,
2019/11/13 6:53:00 PM GMT+1,76,MP/MP* : classe préparatoire Mathématiques-Physique,,Plutôt difficile,Plutôt difficile,Plutôt difficile,Plutôt facile,,Pas du tout,Plutôt non,Plutôt non,Tout à fait,,Plutôt oui,,Presque jamais,"J'ai assisté à peu de cours magistraux, mais je travaillais un temps équivalent (voire supérieur) le poly.","Non, pas du tout","Non, pas du tout","Non, pas du tout",Plutôt oui,,Pas du tout,Pas du tout,Pas du tout,Plutôt non,"Non, absolument pas, j'y suis peu allé et ça a été peu efficace à chaque fois. Il y a trop de contenu pour qu'il puisse être fait efficacement en 1h30, ce qui donnait des cours qui débordaient, et en plus n'abordaient pas la fin du poly.",Plutôt oui,"En général c'était assez utile, notamment de pouvoir poser des questions. Néanmoins, il y a deux gros points noirs :
1) En règle générale, concernant l'intégrale de HK (principalement mais pas que), les chargés de TD ne connaissaient pas bien le sujet... assez souvent ils étaient incapables de répondre à des questions qu'on peut considérer comme très proches du cours (voire dedans)
2) Ce n'est pas directement relié aux petites classes, mais le cours n'étant pas terminé ou bâclé, il n'est pas toujours évident de réussir à suivre la petite classe.",Souvent,Souvent,Jamais,Jamais,Jamais,,,Plutôt oui,,"Oui, tout à fait","Un groupe plutôt ""cours avancé"", un ou deux ""poser des questions et ambiance de travail"" et un autre ""soutien, reexpliquer totalement le cours"" par exemple ?",Tout à fait,Plutôt oui,"Surtout pour savoir que ça existe, et pouvoir le retrouver si besoin un jour","Oui, tout à fait",Le projet numérique a un coefficient ridicule comparé au temps investi.,"Non, pas du tout",Il faudrait un coefficient plus important vu le temps passé (5 points de la note finale).,"Oui, tout à fait.",Mais beaucoup trop long ! L'examen écrit teste plus notre rapidité que notre compréhension du cours à mon sens...,Plutôt oui,,,,,,,,,,,,,,,,,,,,Je ne me souviens plus des noms des profs de TD,Plutôt non,,Plutôt oui,"A part bien sûr qu'ils étaient trop longs comparé au cours magistral. Faire moins et mettre une partie ""hors programme"" ?",Oui,Oui,,Jamais,Souvent,Jamais,"Peu utile pour moi, il faudrait éviter de multiplier les plateformes et garder les mails.",24 h ou plus,,30 h ou plus,,12 h ou plus,,environ 6 h,,,Peu satisfaisant,
